,es_respuesta,fecha,likes,nota_id,respuestas,texto,url,usuario,autor,seccion,titulo,severe_toxicity,toxicity,label
26034,True,03/10/2018 21:43,1,291,0,@solyema @Lam0scahumana En referencia a la gorda Alcides?,https://www.lanacion.com.ar/2178192-el-gobierno-sumo-apoyo-dos-gobernadores-mas,Lam0scahumana,Santiago Dapelo,Política,El Gobierno sumó el apoyo de dos gobernadores más para el presupuesto,0.7266589,0.8023977,1
64895,False,03/10/2018 21:35,4,291,3,Volvió la FEA al foro.,https://www.lanacion.com.ar/2178192-el-gobierno-sumo-apoyo-dos-gobernadores-mas,solyema,Santiago Dapelo,Política,El Gobierno sumó el apoyo de dos gobernadores más para el presupuesto,0.4859561,0.77750224,1
19805,True,03/10/2018 21:57,2,291,1,"@Lam0scahumana La FEA parece se fue, pobre, me dió pena",https://www.lanacion.com.ar/2178192-el-gobierno-sumo-apoyo-dos-gobernadores-mas,solyema,Santiago Dapelo,Política,El Gobierno sumó el apoyo de dos gobernadores más para el presupuesto,0.3846011,0.76399374,1
19052,False,03/10/2018 21:42,2,291,2,@Lam0scahumana acá nos estamos divirtiendo con la FEA,https://www.lanacion.com.ar/2178192-el-gobierno-sumo-apoyo-dos-gobernadores-mas,solyema,Santiago Dapelo,Política,El Gobierno sumó el apoyo de dos gobernadores más para el presupuesto,0.31599966,0.58719254,1
29696,False,05/10/2018 10:25,2,326,0,"Esperar es un buen modo de que no pueda hacerse la víctima y no diga que es una perseguida política, porque la tilinga ex okupa de la rosada, además de no tener moral, tampoco tiene verguenza.  es la mitómana perfecta la estafadora repugnante.",https://www.lanacion.com.ar/2178599-garavano-tormenta-macri-rechazo-su-renuncia-le,hartosaturado,Santiago Dapelo,Sociedad,"Las 24 horas de vértigo de Garavano, de la renuncia al respaldo de Macri",,,1
19157,False,05/10/2018 02:31,,326,0,"@Argentinaseraluz @bypizza_0 @calistaflo De los narcos que se ocupe pato Bullrich que bastante bien hace su trabajo (la mejor de los ministra/os de macri, la gorda cada vez que habla se arma quilomboooo !!!_",https://www.lanacion.com.ar/2178599-garavano-tormenta-macri-rechazo-su-renuncia-le,bypizza_0,Santiago Dapelo,Sociedad,"Las 24 horas de vértigo de Garavano, de la renuncia al respaldo de Macri",0.7266589,0.77750224,0
1372,False,05/10/2018 02:24,1,326,0,"@Argentinaseraluz @bypizza_0 @calistaflo  La gorda es inestable, No tiene ni control sobre su cerebro..habla , habla y la empeora !!!_ El dolar se va a quedar en 23 , la crisis me genera adrenalina !!_etc etc ajajaj",https://www.lanacion.com.ar/2178599-garavano-tormenta-macri-rechazo-su-renuncia-le,bypizza_0,Santiago Dapelo,Sociedad,"Las 24 horas de vértigo de Garavano, de la renuncia al respaldo de Macri",0.68150157,0.68848574,0
1163,True,04/10/2018 01:35,1,291,0,"@jbritos6 @bypizza_0 Hoy contra garavano, mañama se levanta Cursi y se la agarra con macri y se las toma !!!_la gorda es un arma de doble filo, Muchos se olvidan de lo que decia de macri hace unos años_ Muchos parecen o hacen que se olvidaron !!!_",https://www.lanacion.com.ar/2178192-el-gobierno-sumo-apoyo-dos-gobernadores-mas,bypizza_0,Santiago Dapelo,Política,El Gobierno sumó el apoyo de dos gobernadores más para el presupuesto,0.674082,0.58800095,0
2902,True,04/10/2018 02:36,1,291,0,@Argentinaseraluz @bypizza_0 @ccmaxima  Te acordas cuando la gorda decia que su limite era macri y tantas cosas mas ??_ Es inestable se levanta cursi y se la agarra con mauricio.,https://www.lanacion.com.ar/2178192-el-gobierno-sumo-apoyo-dos-gobernadores-mas,bypizza_0,Santiago Dapelo,Política,El Gobierno sumó el apoyo de dos gobernadores más para el presupuesto,0.6524834,0.58772707,0
20682,False,04/10/2018 02:38,1,291,0,@Argentinaseraluz @bypizza_0 @ccmaxima  Para llevar calma esta el presidente y las autoridades correspondientes_ Calma de que puede llevar la gorda ??_,https://www.lanacion.com.ar/2178192-el-gobierno-sumo-apoyo-dos-gobernadores-mas,bypizza_0,Santiago Dapelo,Política,El Gobierno sumó el apoyo de dos gobernadores más para el presupuesto,0.35911393,0.4251348,0
29799,False,03/10/2018 20:10,7,294,0,Lo que está clarísimo es que los laboratorios nos garchiaban a todos los ciudadanos estafando al estado y enriqueciendo al político de turno a través del PAMI. Y ahora que tienen que producir a costos competitivos y sin curro están como locas ...,https://www.lanacion.com.ar/2178122-pami-se-agudiza-pulseada-laboratorios-compra-medicamentos,Bullenbeisser,Santiago Dapelo,Política,PAMI: se agudiza la pulseada con los laboratorios por la compra de medicamentos,,,0
14349,False,18/10/2018 11:14,1,708,0,un poco tilinga,https://www.lanacion.com.ar/2182714-maria-eugenia-vidal-coloquio-idea-el-cambio,anaesnaola,Maia Jastreblansky,Política,"Vidal reclamó a los hombres de negocios que no se ubiquen ""del lado de la vereda que es cómplice""",,,0
42967,True,02/10/2018 21:23,5,247,0,"LNOL y su OPERACIÓN DE PRENSA DIARIA A FAVOR DE GAYS, LESBIANAS Y ABORTERAS.



¿ Quién es este RARI #,,, TO ?",https://www.lanacion.com.ar/2177787-ivan-jablonka-la-violencia-machista-va-terminar,BorgesAlvarez,María Ayzaguer,Economía,"Ivan Jablonka: ""La violencia machista va a terminar cuando los hombres se hagan feministas""",,,1
14429,False,25/09/2018 01:23,6,30,0,que fea que es la envidia,https://www.lanacion.com.ar/2175221-a-89-anos-prestigioso-matematico-asegura-haber,javier104,Nora Bär,Sociedad,"A los 89 años, un prestigioso matemático asegura haber demostrado un problema centenario, pero muchos dudan",,,0
22100,True,25/09/2018 11:54,1,30,0,"@calzola @Santiago_Chile ?Tienen alguno como Panzone, ganador de la medalla Fields, de Bahía Blanca? Que fea es la envidia.",https://www.lanacion.com.ar/2175221-a-89-anos-prestigioso-matematico-asegura-haber,Trincherio,Nora Bär,Sociedad,"A los 89 años, un prestigioso matemático asegura haber demostrado un problema centenario, pero muchos dudan",,,0
22133,True,18/10/2018 18:06,2,740,0,"@yngwie @amazona2 @Sebastian1976 cuando tenga la edad de Lilita, voy a ser gorda como ella o mas. Me voy a comer el mundo. Una chanchita",https://www.lanacion.com.ar/2182927-se-complica-situacion-judicial-viuda-munoz-exsecretario,amazona2,Paz Rodríguez Niell,Política,"Se complica la situación judicial de la viuda de Muñoz, el exsecretario de Kirchner",,,0
27866,False,15/10/2018 00:56,3,602,0,@mrce3615 @lcow0134 @nesfer24 @amazona2 @fedeacade UNA GORDA RUBIA,https://www.lanacion.com.ar/2181771-arba-intimara-mas-350-countries-regularicen-pago,lcow0134,Sofía Diamante,Economía,ARBA intimará a más de 350 countries para que regularicen el pago de sus impuestos,,,1
28224,False,03/10/2018 18:38,8,280,0,Se la pasando vendiendo feminazismo los medios que nos vendieron a los políticos ladrones que tuvimos y tenemos. Basta de escuchar y votar lo que nos dicen estas ratas,https://www.lanacion.com.ar/2178060-yacon-quecha-potatoes-historia-magui-choque-vilca,gperez43,Sofía Terrile,Economía,"Yacón y ""quecha potatoes"": la historia de Magui Choque Vilca, la reina de los papines andinos",,,1
39876,True,19/10/2018 19:18,1,760,1,"@Peter_Griffin ...grande, fea y cara",https://www.lanacion.com.ar/2183345-india-erige-estatua-mas-alta-del-mundo,Ingenieril,,El Mundo,India erige la estatua más alta del mundo: mide 182 metros y costó 400 millones de dólares,0.7063134,0.87302434,1
328,False,03/10/2018 20:54,2,292,0,LA GORDA ES MAS DESABRIDA QUE CUCHARADA DE MOCO !!! ,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,PACO2016,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",0.7682623,0.86867005,1
39307,False,24/09/2018 23:42,,25,0,Che gorda...vos su sos plotuda,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san,NOSFERAUTE2012,,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,0.69938976,0.8481672,1
35303,False,03/10/2018 20:16,5,292,0,Que no se queje si le dicen gorda chancha,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,paul59,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",0.7266589,0.8023977,1
50837,False,08/10/2018 20:40,1,443,0,LA NENA ES FEA POR UNANIMIDAD !!! ,https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa,PACO2016,,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,0.57864666,0.8023977,1
28704,False,01/10/2018 19:28,2,218,0,@LeonSKennedy @mbetuska es peluquera la gorda...,https://www.lanacion.com.ar/2177422-tasa-del-67-leliq-banco-central-coloco,mbetuska,,Economía,El Banco Central comenzó a aspirar pesos: captó $71.060 millones a una tasa de 67%,0.59184223,0.77750224,1
39181,False,06/10/2018 09:06,,311,1,ud sería la primera victima de Bolsonaro. O si tiene suerte no la viola por fea,https://www.lanacion.com.ar/2178548-bolsonaro-vs-haddad-dos-estilos-pugna-elecciones,gran_curaca,,El Mundo,"Bolsonaro vs. Haddad, dos estilos en pugna en las elecciones de Brasil",0.7897548,0.77750224,1
34527,True,03/10/2018 21:09,3,292,0,"La   BURRA    CORRENTINA,     abortera   desde   su    adolescencia.   Criminal  !!!",https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,spcristal,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",0.6036729,0.77750224,1
50045,True,08/10/2018 18:04,,443,0,"@amazona2 @plie5684 es mejor ver a la CFK, por fea que sea, antes que a la morsa Carrió, que es un esperpento y llega a dar arcadas....guajjjj...que tipa mas fiera.",https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa,vicente_roth,,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,0.56398886,0.77750224,1
43246,False,24/09/2018 22:25,1,25,0,@ccmaxima @lmrosario fijate arriba de la alacena gorda,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san,holacerdokII,,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,0.58154047,0.77750224,1
26399,False,24/09/2018 22:29,2,25,0,gorda...como llevás la miseria?,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san,holacerdokII,,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,0.6876809,0.76619613,1
26343,True,19/10/2018 19:18,,760,0,@Peter_Griffin ...además de una cara grande y fea..,https://www.lanacion.com.ar/2183345-india-erige-estatua-mas-alta-del-mundo,Ingenieril,,El Mundo,India erige la estatua más alta del mundo: mide 182 metros y costó 400 millones de dólares,0.45670685,0.68800396,1
29161,False,20/10/2018 00:28,7,752,1,La gorda Alcides con el agua al cuello en San Fernando y aplaude a los Moyano que paran en el Ritz de Madrid,https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea,bigger98,,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",0.7737004,0.68115336,1
2815,True,19/10/2018 16:41,4,760,2,y es bien fea...,https://www.lanacion.com.ar/2183345-india-erige-estatua-mas-alta-del-mundo,Peter_Griffin,,El Mundo,India erige la estatua más alta del mundo: mide 182 metros y costó 400 millones de dólares,0.29833797,0.67429656,1
29885,False,11/10/2018 20:11,,534,1,"Y Lo del pedido de juicio político a los camaristas que absolvieron a Menem? Jaja, ayer vi una entrevista que le hicieron al Dr. Menem en 2003 y dice de Carrio: ""Si le hacemos un test psiquiatrico a esta mujer, NO LO PASA"" Hacete ver, gorda trastornada.",https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano,LeonSKennedy,,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",0.7266589,0.60590196,1
26368,True,02/10/2018 20:59,8,261,0,"La gorda esta y la Peña parecen hermanas con la Porota, van al mismo cirujano.",https://www.lanacion.com.ar/2177813-la-justicia-inhibio-bienes-andrea-del-boca,VickiFeller,,Política,La Justicia inhibió los bienes de Andrea del Boca y Julio De Vido por la novela Mamá Corazón,0.57021755,0.58826876,1
20841,False,07/10/2018 17:36,4,412,3,"COINCIDO CON EL ENOJO Y LAS RAZONES DE CARRIÓ, PERO NO POR ELLO COINCIDO CON SU MODUS OPERNADI, ES UNA SALVAJE!! Y PLANTEAR ""ELIGE O CAE"" NO LA HACE DIFERENTE A MOYANO O LA POROTA.  LA GORDA DERRAPA POR SU ENORME EGO, Y DERRAPA FEO. SI YO FUERA MACRI, MEJOR SACÁRSELA DE ENCIMA. ES UNA GRASA.",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Ritossa,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",0.7266589,0.58826876,1
41831,False,30/09/2018 17:49,1,183,3,"Que falta le hacía aparecer así en estas fotos, más fea imposible!!!!!",https://www.lanacion.com.ar/2177125-serena-williams-cancer-mama,giorgi45,,Deportes,Un video de Serena Williams en topless para una campaña contra el cáncer se volvió viral,0.27952453,0.58719254,1
26242,True,02/10/2018 20:08,3,261,1,"@Julepe90 Durante la segunda presidencia de Menem fundió a su pareja en aquel entonces Jeffrey Sachs empeñada en protagonizar en el cine Evita con el beneplácito del presidente riojano. Siempre fue una gorda ambiciosa, trepadora y roba maridos... ",https://www.lanacion.com.ar/2177813-la-justicia-inhibio-bienes-andrea-del-boca,MMMdijolamuda,,Política,La Justicia inhibió los bienes de Andrea del Boca y Julio De Vido por la novela Mamá Corazón,0.70323765,0.58719254,1
28754,False,02/10/2018 01:14,1,237,1,"Siento asco hacia los maestros, son todos una manga de ñoquis que usan las escuelas cómo unidad básica. Encima está la otra gorda que se rayo la panza e inventó un secuestro. Que casualidad que todo esto pasa en Moreno, otro reducto k.",https://www.lanacion.com.ar/2177504-abrieron-sumarios-docentes-hicieron-fiesta-escuela-cerrada,HomerosancheS,,Sociedad,Abrieron sumarios contra docentes que hicieron una fiesta en una escuela cerrada de Moreno,0.53284085,0.58719254,1
11907,False,02/10/2018 19:42,,261,1,"¿La gorda glandular, va a devolver el dinero?",https://www.lanacion.com.ar/2177813-la-justicia-inhibio-bienes-andrea-del-boca,Trigono,,Política,La Justicia inhibió los bienes de Andrea del Boca y Julio De Vido por la novela Mamá Corazón,0.5408366,0.56585175,1
54924,False,07/10/2018 01:30,4,382,9,@bdennings Y por qué no la menciona por su nombre en vez de nombrarla La gorda. No estamos en un bodegón. ,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,guambiaelojo,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",0.53280586,0.560688,1
52594,False,07/10/2018 16:33,1,412,0," DESPUES DE 3 AÑOS DE ESTAR PEGADA COM UN PANQUEQUE LA GORDA SARASSSSAAA SE QUIERE DAR VUELTA !!!!







JAJAJAAAAAAAAAAAAAAAA











ESTOS GLOBOS SI QUE SON COMICOS !!!!!!!!!!!!!!",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Adolfo__T_Cantu,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",0.56116796,0.5467916,1
52652,False,01/10/2018 22:06,7,237,0,Otro Maldonado!! La gorda con la panza OLLAS NO. Es Mentira!! Escuelas cerradas truchas!! Hacen Fiestas! Festa escondido Baradel escondido. MORENO ES OTRO MALDONADO!!! OJO!!!,https://www.lanacion.com.ar/2177504-abrieron-sumarios-docentes-hicieron-fiesta-escuela-cerrada,rbalsells,,Sociedad,Abrieron sumarios contra docentes que hicieron una fiesta en una escuela cerrada de Moreno,0.4766731,0.50096995,1
18501,True,17/10/2018 20:10,3,714,0,"@BorgesAlvarez Si algo faltaba para nunca invertir en argentina, BINGO llegaron las femi bolches.",https://www.lanacion.com.ar/2182663-empresas-colectivos-deberan-contratar-mujeres-alcanzar-cupo,Lavite,,Sociedad,Empresas de colectivos deberán contratar mujeres hasta alcanzar el cupo del 30%,0.54240024,0.4251348,1
42669,True,03/10/2018 21:11,4,292,0,"ASUMO QUE COMO LA GORDA ES TAN VIVA Y DESPIERTA, SE HABRÀ ENTERADO DEL MANEJO DE LOS BOLSOS CON MILLONES DE DÒLARES QUE IBAN Y VENIAN A LA CASA DE LA POROTA ..... NO ??? ....... O ES PIOLA PARA LA GILADA NOMÀS '?? ",https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,PACO2016,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",0.41097808,0.4251348,1
14912,True,07/10/2018 00:58,,382,0,"Si claro, la gorda pesa 360 kilos, y no puede girar ni medio grado",https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,mmandeb1,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",0.38883162,0.4251348,1
56114,True,16/10/2018 21:00,8,667,1,Dios le da pan al que no tiene dientes. Aún recuerdo los gritos de la gorda Eve que me mandaba a pararme en la puerta de la dirección cuando me portaba mal. Yo estaba enamorado de María Cristina. Pero lamentablemente nunca me dió bola.-,https://www.lanacion.com.ar/2182313-eeuu-detienen-maestra-abuso-sexual,Ojosagudos,,El Mundo,EE.UU.: detienen a una maestra por abuso sexual,0.4147716,0.40723512,1
18472,False,19/10/2018 11:31,,698,1,@scas8818 Y la hermana y las ex tambien estan locas? ,https://www.lanacion.com.ar/2182594-ojala-te-pudras-infierno-mensaje-madre-hijo,lucrecii,,El Mundo,"""Ojalá te pudras en el infierno"": el mensaje de una madre a su hijo muerto que reveló un pasado oscuro",0.31176758,0.3727785,1
10542,True,18/10/2018 07:59,3,707,2,Escuchar a la gorda camaño ayer a los gritos me reasegura qué hay que votar a Macri en 2019.,https://www.lanacion.com.ar/2182681-un-desfile-vuelos-privados-fiesta-lealtad-peronista,Tparto,,Política,Un desfile de vuelos privados a la Fiesta de la Lealtad Peronista en Tucumán,0.31544703,0.30742744,1
18365,False,04/10/2018 22:22,2,328,0,El show lo hicieron las otras dos locas que filmaron!!!dale! Eran carmelitas del convento de lopez!,https://www.lanacion.com.ar/2178578-hablo-mujer-agredio-jovenes-venezolanas-las-canitas,ana_mato,,Sociedad,Habló la mujer que agredió a las jóvenes venezolanas en Las Cañitas,0.0830932,0.17234726,1
56922,False,08/10/2018 17:13,3,435,3,"Alguien tiene que poner cordura y ubicación.. Basta de forzar privilegios para minorías.. abortistas gays



y lesbianas ... El matrimonio igualitario es ANTI NATURA...!!!",https://www.lanacion.com.ar/2179671-rumania-referendum-matrimonio-igualitario-gay-constitucion-prohibicion,torno10,,El Mundo,Rumania: polémica por un referéndum que quiere prohibir el matrimonio igualitario,,,1
56924,True,18/10/2018 17:42,,731,0,Una menos...,https://www.lanacion.com.ar/2182921-inglaterra-exconvicta-recien-liberada-fue-condenada-apunalar,christian_suarez,,El Mundo,Inglaterra: una exconvicta recién liberada fue condenada por apuñalar a su amiga en un tren,,,1
28727,False,24/09/2018 22:21,1,25,0,@ccmaxima si vos pesás 170 kgs gorda...de que hambre hablás?,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san,holacerdokII,,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,,,1
21707,True,28/09/2018 22:55,2,142,0,"Estos delincuentes se están dando cuenta que no vuelven más, van a estar como locas un buen tiempo",https://www.lanacion.com.ar/2176637-mauricio-macri-critico-agresiones-recibio-pareja-visito,cocoom60,,Política,Mauricio Macri criticó las agresiones que recibió una pareja a la que visitó en Machwitz,,,1
56923,True,01/10/2018 02:21,2,201,0,Baradel te falto que invitaras a la Tilinga para el baile / O pensas que solo quiere bailar con Bonadio,https://www.lanacion.com.ar/2177171-docentes-hicieron-fiesta-escuela-moreno-cerrada-explosion,ro_andre,,Política,Docentes hicieron una fiesta en una escuela de Moreno cerrada desde la explosión,,,1
31336,False,30/09/2018 01:51,1,204,0,@lalialejandra2 shhhh  vieja  fea,https://www.lanacion.com.ar/2177044-rogelio-frigerio-tenemos-recuperar-confianza-perdimos-clase,goooooood,,Política,"Rogelio Frigerio: ""Tenemos que recuperar la confianza que perdimos de la clase media""",,,1
52743,False,03/10/2018 23:53,2,292,0,la gorda se puso tanto botox que no le quedo ni cara esuna bola,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,osvaldopages,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
56945,False,03/10/2018 22:59,,292,0,Pinta de gorda con la bombacha amarronada jajaaa,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,ron_1091,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
56993,False,03/10/2018 22:35,8,292,0,"Mas ordinaria que sushi de mondongo, la gorda esta.....",https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,alser7074,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
10749,False,03/10/2018 22:15,,292,2,"Juas juas dijo gracielira camaño, los trollers son las armas sucias del gato nazi y Marcos chupa p... Peña jajsja",https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,ron_1091,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
10771,False,03/10/2018 22:15,7,292,0,Simplemente se trató de una pedorreta de la gorda.,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,javier_ram,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
18953,False,03/10/2018 21:41,4,292,0,A esta gorda la celulitis se le fue al cerebro,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,LAODIO,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
26776,False,03/10/2018 21:38,2,292,0,PENSAR QUE LA GORDA ES EL RESULTADO DEL ESPERMATOZOIDE MÀS RÀPIDO !!! ,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,PACO2016,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
26799,False,03/10/2018 21:32,4,292,0,OJO GORDA !!!  QUE A LOS GATOS LES GUSTA EL PESCADO ..... Y VOS DE CORRIENTES VENDRIAS A SER UN BAGRE !!!!  NO ¿¿¿ ,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,PACO2016,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
20399,True,03/10/2018 21:24,2,292,0,LA GORDA EN LA CABEZA TIENE .... ECO Y VIENTO !!! ,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,PACO2016,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
41537,True,03/10/2018 21:23,4,292,0,Esta gorda citando al Astillero Rio Santiago no tiene parangon...gorda papelonera impresentable,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,rwow,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
18912,True,03/10/2018 21:20,7,292,0,LA ULTIMA VEZ QUE APLAUDIERON A LA GORDA FUE EN MAR DEL PLATA ...... Y PORQUE SE HABIA PERDIDO EN LA PLAYA !!! ,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,PACO2016,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
19804,True,03/10/2018 21:15,1,292,1,la gorda esta que arde  !!!!! ,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,wonder2017,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
19884,True,03/10/2018 21:12,4,292,0,LA GORDA ES UN ESPECIMEN DE PELUQUERIA DE BARRIO !!! ,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,PACO2016,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
41947,False,03/10/2018 19:50,,292,0, ¡¡¡¡¡¡ GORDA !!!!!!,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,Trigono,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,1
18837,False,03/10/2018 20:30,1,293,0,Siguen demostrando cuan básicos y poco republicanos son. Esta tilinga me da asco,https://www.lanacion.com.ar/2178188-mientras-marcos-pena-daba-su-informe-diputada,omar_gomez2015,,Política,"Mientras Marcos Peña daba su informe, una diputada K le ponía filtros en una transmisión por Instagram",,,1
29664,False,07/10/2018 02:25,,382,0,"@lalialejandra2 @Atlantex gorda zorra, es como un lobo marino.",https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,bdennings,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",,,1
42377,False,06/10/2018 23:27,,382,0,@bimai y gorda no se olvide,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,Vanesa_Rhua,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",,,1
39171,False,06/10/2018 23:10,,382,0,MACRI LE TIENE QUE DAR UNA BOLEA A ESTA GORDA IMPRESENTABLE ,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,bimai,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",,,1
440,True,06/10/2018 23:08,,382,0,LA GORDA ENFERMA YA SE PELEO CON LOS RADICALES Y CON LOS DE PRO,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,bimai,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",,,1
45519,True,06/10/2018 23:10,2,383,2,"Este timbreo de heidi, acompañada en esta ocasión por lospegato, la f 0 r r @ abortera y llorona del pañuelito verde, ha tenido un efecto milagroso aniquilando la crisis, reduciendo la inflación y el desempleo y acabando con la inseguridad.",https://www.lanacion.com.ar/2179185-maria-eugenia-vidal-encabezo-nuevo-timbreo-cambiemos,bigrichard00,,Política,María Eugenia Vidal encabezó un nuevo timbreo de Cambiemos en territorio bonaerense,,,1
29892,False,07/10/2018 17:00,2,411,1,"Los calzoncillos y bombachas sucias se lavan en casa, no en la plaza. Creo que Lilita, figura muy importante de la politica Argentina está derrapando, creo que se la creyo lo de ser fiscal de la Republica. Y en sus divagaciones religiosas ya se paso de mambo. Los K seguramente se están c... de risa frente a esto.",https://www.lanacion.com.ar/2179415-nueva-aclaracion-afip-cambios-enojaron-carrio-cuccioli,maranovich4,,Política,"La AFIP vuelve a despegarse del conflicto y Cuccioli llamó a Carrió para ""aclarar"" la situación",,,1
